ratings_used,split_configs,reps_per_split,uniform_mean_across_splits,cutoff_only_mean_across_splits,cutoff_x_uncertainty_mean_across_splits,best_cutoff_aware_mean_across_splits,cutoff_only_reduction_vs_uniform_pct_mean,cutoff_only_reduction_vs_uniform_pct_se_across_splits,cutoff_x_uncertainty_reduction_vs_uniform_pct_mean,cutoff_x_uncertainty_reduction_vs_uniform_pct_se_across_splits,best_cutoff_aware_reduction_vs_uniform_pct_mean,best_cutoff_aware_reduction_vs_uniform_pct_se_across_splits,best_cutoff_aware_reduction_vs_uniform_pct_min,best_cutoff_aware_reduction_vs_uniform_pct_max,share_splits_best_cutoff_aware_beats_uniform,share_splits_cutoff_only_beats_uniform,share_splits_cutoff_x_uncertainty_beats_uniform,share_splits_cutoff_x_uncertainty_best,share_splits_cutoff_only_best
1000,6,20,0.7996919506029538,0.5479191832899198,0.5691931490363585,0.5404322214328791,31.70925923892796,5.555944005587263,28.599279823200174,6.0898869375457325,32.50244690336927,5.814708683520804,16.939017740901836,55.40503771180294,1.0,1.0,1.0,0.16666666666666666,0.8333333333333334
2000,6,20,0.7554259313358309,0.4973713227867537,0.502503904508352,0.4955492778979285,31.18645677084194,10.512378902616032,30.648426694699733,10.206883422332847,31.492611160030066,10.485268023943098,-13.649733569314058,60.04515579514009,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.3333333333333333
